account_id,linked_phone,linked_device_id,kyc_address_hash,account_age_days,bank_name,bank_ifsc,account_status
ACC0017591,+918740558961,DEV016936,ADDR9544072268,1392,SBI,SBI0894201,active
ACC0017592,+919800347731,DEV016937,ADDR8517330360,2175,ICICI,ICIC0532001,active
ACC0017593,+919966340269,DEV016938,ADDR7143439741,1749,Axis,AXIS0121640,active
ACC0017594,+917341047227,DEV016939,ADDR5199869411,1758,HDFC,HDFC0912149,active
ACC0017595,+918763283623,DEV016940,ADDR9128990363,2150,SBI,SBI0654310,active
ACC0017596,+919981750246,DEV016941,ADDR8489090883,2202,Axis,AXIS0537696,active
ACC0017597,+919862987213,DEV016942,ADDR4909858003,1224,SBI,SBI0339627,frozen
ACC0017598,+918108748775,DEV016943,ADDR3499838066,521,PNB,PNB0943368,active
ACC0017599,+918671709667,DEV016944,ADDR3699625059,1114,SBI,SBI0316827,active
ACC0017600,+918640511714,DEV016945,ADDR7829542869,1510,HDFC,HDFC0329159,active
ACC0017601,+918687827845,DEV016946,ADDR1740782917,612,Axis,AXIS0955873,reported
ACC0017602,+919879576693,DEV016947,ADDR764728698,673,Yes Bank,YES 0711545,active
ACC0017603,+919694851740,DEV016948,ADDR5112248105,3472,PNB,PNB0724455,active
ACC0017604,+917931063219,DEV016949,ADDR938031658,1043,ICICI,ICIC0779656,frozen
ACC0017605,+917791229229,DEV016950,ADDR1771472713,2705,Axis,AXIS0463264,reported
ACC0017606,+918870306503,DEV016951,ADDR6260171603,492,IndusInd,INDU0146183,reported
ACC0017607,+918848273170,DEV016952,ADDR344342421,3549,PNB,PNB0510127,active
ACC0017608,+917958672339,DEV016953,ADDR837910782,799,PNB,PNB0510038,active
ACC0017609,+919863427515,DEV016954,ADDR3609290828,1455,Kotak,KOTA0836319,frozen
ACC0017610,+917345827978,DEV016955,ADDR6341690325,2860,SBI,SBI0524046,active
ACC0017611,+919202946976,DEV016956,ADDR9269606632,759,HDFC,HDFC0773990,active
ACC0017612,+919331672076,DEV016957,ADDR350809122,2020,SBI,SBI0617185,active
ACC0017613,+917582608309,DEV016958,ADDR1307409720,2873,Axis,AXIS0549009,reported
ACC0017614,+919562343245,DEV016959,ADDR9376701947,115,Axis,AXIS0109004,reported
ACC0017615,+918890274436,DEV016960,ADDR3815039911,121,SBI,SBI0930519,reported
ACC0017616,+919162236747,DEV016961,ADDR6745468415,2884,ICICI,ICIC0850786,frozen
ACC0017617,+919755049184,DEV016962,ADDR7366016752,981,IndusInd,INDU0456902,active
ACC0017618,+918973988512,DEV016963,ADDR663601264,3322,Axis,AXIS0471427,frozen
ACC0017619,+918641296998,DEV016964,ADDR3641342183,3387,SBI,SBI0120762,active
ACC0017620,+919332445173,DEV016965,ADDR5578858417,3217,Kotak,KOTA0651683,reported
ACC0017621,+919997984000,DEV016966,ADDR2306899757,3638,SBI,SBI0776951,active
ACC0017622,+917641861852,DEV016967,ADDR1582419109,3009,Kotak,KOTA0127796,active
ACC0017623,+918257410208,DEV016968,ADDR184315337,1418,HDFC,HDFC0780112,active
ACC0017624,+918591171039,DEV016969,ADDR108679798,3621,HDFC,HDFC0138711,frozen
ACC0017625,+919231921512,DEV016970,ADDR7122115059,1282,ICICI,ICIC0456263,active
ACC0017626,+919741849689,DEV016971,ADDR9629244570,2152,Axis,AXIS0971868,reported
ACC0017627,+918301067756,DEV016972,ADDR8431808630,50,SBI,SBI0151031,active
ACC0017628,+919174594312,DEV016973,ADDR9120509785,3514,HDFC,HDFC0811748,active
ACC0017629,+918368763842,DEV016974,ADDR7258728459,2172,Kotak,KOTA0737971,active
ACC0017630,+917370453324,DEV016975,ADDR6511468183,3464,Yes Bank,YES 0155930,active
ACC0017631,+918691893991,DEV016976,ADDR1884082959,1307,SBI,SBI0675037,active
ACC0017632,+918847906837,DEV016977,ADDR5822206320,1163,IndusInd,INDU0328708,reported
ACC0017633,+917782761634,DEV016978,ADDR81721807,1921,SBI,SBI0145142,active
ACC0017634,+918830147959,DEV016979,ADDR4306527016,3155,IndusInd,INDU0536301,active
ACC0017635,+917957484530,DEV016980,ADDR4777467181,2016,HDFC,HDFC0756129,active
ACC0017636,+918474739011,DEV016981,ADDR6492855046,2898,HDFC,HDFC0752107,active
ACC0017637,+918888581370,DEV016982,ADDR5624331957,806,Axis,AXIS0295893,active
ACC0017638,+918390082054,DEV016983,ADDR3585597568,2838,HDFC,HDFC0478228,active
ACC0017639,+918272954867,DEV016984,ADDR6467821671,2681,ICICI,ICIC0150285,active
ACC0017640,+919973307138,DEV016985,ADDR4711982005,3274,Kotak,KOTA0825448,active
ACC0017641,+919191026613,DEV016986,ADDR8431904117,238,PNB,PNB0844175,frozen
ACC0017642,+918259673616,DEV016987,ADDR4549045491,1420,HDFC,HDFC0719225,active
ACC0017643,+918417648627,DEV016988,ADDR172672673,351,SBI,SBI0898630,active
ACC0017644,+917743001036,DEV016989,ADDR8748784693,1478,Axis,AXIS0629537,reported
ACC0017645,+918286453002,DEV023570,ADDR6491600580,2777,PNB,PNB0969742,reported
ACC0017646,+917130608123,DEV016990,ADDR8205977351,2346,Yes Bank,YES 0137383,active
ACC0017647,+918486447196,DEV016991,ADDR2236435379,2755,IndusInd,INDU0468558,active
ACC0017648,+918140919417,DEV016992,ADDR8478637579,2700,ICICI,ICIC0488780,active
ACC0017649,+917482844371,DEV016993,ADDR307222423,3621,Axis,AXIS0552020,active
ACC0017650,+918774033518,DEV016994,ADDR7397906032,3214,SBI,SBI0409323,active
ACC0017651,+919299951852,DEV016995,ADDR8092330136,2152,Yes Bank,YES 0426767,active
ACC0017652,+917846277327,DEV016996,ADDR7917915765,3200,SBI,SBI0938845,active
ACC0017653,+917856021133,DEV016997,ADDR3203370750,203,IndusInd,INDU0181612,active
ACC0017654,+917516171910,DEV016998,ADDR8418287903,2641,IndusInd,INDU0713457,active
ACC0017655,+918139260414,DEV016999,ADDR5794652966,1919,HDFC,HDFC0701791,active
ACC0017656,+917763517827,DEV017000,ADDR4554134028,3493,SBI,SBI0885182,active
ACC0017657,+917490810688,DEV017001,ADDR5216951617,1853,Axis,AXIS0401908,frozen
ACC0017658,+919875277522,DEV017002,ADDR9701681347,676,SBI,SBI0912474,active
ACC0017659,+918322947261,DEV017003,ADDR2516484946,2651,SBI,SBI0170809,reported
ACC0017660,+919007498178,DEV017004,ADDR1470552166,3470,IndusInd,INDU0985232,active
ACC0017661,+917765268437,DEV017005,ADDR7221728565,88,Kotak,KOTA0232963,active
ACC0017662,+919818074114,DEV017006,ADDR5309072389,262,SBI,SBI0373939,active
ACC0017663,+918019515931,DEV017007,ADDR1996507470,2423,IndusInd,INDU0321440,active
ACC0017664,+919223002821,DEV017008,ADDR6221942507,2041,HDFC,HDFC0538074,active
ACC0017665,+917138782494,DEV017009,ADDR9346146501,2015,Axis,AXIS0169030,frozen
ACC0017666,+917817075731,DEV017010,ADDR3096898977,356,Kotak,KOTA0511501,active
ACC0017667,+917675347803,DEV017011,ADDR799628126,2101,HDFC,HDFC0150512,active
ACC0017668,+918934655065,DEV017012,ADDR893724818,2086,Kotak,KOTA0489862,active
ACC0017669,+917212566871,DEV017013,ADDR4532131094,3104,Yes Bank,YES 0113475,active
ACC0017670,+918400307759,DEV017014,ADDR8783079049,1442,IndusInd,INDU0833128,active
ACC0017671,+918426273935,DEV017015,ADDR6686326665,1289,PNB,PNB0288805,active
ACC0017672,+918283481766,DEV017016,ADDR7221277836,325,Yes Bank,YES 0725188,active
ACC0017673,+918196955312,DEV033038,ADDR3655396409,2082,PNB,PNB0766573,active
ACC0017674,+917036617750,DEV017017,ADDR6621932061,2376,HDFC,HDFC0888100,active
ACC0017675,+917725770645,DEV017018,ADDR5969223382,1046,PNB,PNB0712753,frozen
ACC0017676,+919081246170,DEV017019,ADDR5513577078,2676,HDFC,HDFC0739652,active
ACC0017677,+918270523685,DEV017020,ADDR6746730163,3425,Yes Bank,YES 0144364,active
ACC0017678,+917401195036,DEV017021,ADDR394522061,660,HDFC,HDFC0561601,active
ACC0017679,+917744411618,DEV017022,ADDR5972931477,2103,IndusInd,INDU0518306,active
ACC0017680,+918073803907,DEV017023,ADDR1679217940,2543,Axis,AXIS0196691,active
ACC0017681,+917961159736,DEV017024,ADDR5032714719,96,ICICI,ICIC0709496,reported
ACC0017682,+917669368276,DEV017025,ADDR8211939439,678,PNB,PNB0223365,active
ACC0017683,+917025566525,DEV017026,ADDR4970374405,1462,Kotak,KOTA0899352,reported
ACC0017684,+918425731517,DEV017027,ADDR5838115090,527,SBI,SBI0760967,active
ACC0017685,+919270447638,DEV017028,ADDR1363313312,1316,SBI,SBI0629272,active
ACC0017686,+919545228800,DEV017029,ADDR4529607505,563,Axis,AXIS0214880,reported
ACC0017687,+919709723863,DEV017030,ADDR470820145,3275,IndusInd,INDU0878017,frozen
ACC0017688,+917684003840,DEV017031,ADDR2910916858,2198,HDFC,HDFC0425577,active
ACC0017689,+917125902202,DEV017032,ADDR7849412858,1221,PNB,PNB0740993,active
ACC0017690,+919046407470,DEV017033,ADDR4411238926,2849,Yes Bank,YES 0662665,active
ACC0017691,+919618023243,DEV017034,ADDR7942086861,96,HDFC,HDFC0320719,active
ACC0017692,+917065750809,DEV017035,ADDR5538819148,2190,Axis,AXIS0533121,active
ACC0017693,+919771979314,DEV017036,ADDR6066990306,2504,Axis,AXIS0617279,active
ACC0017694,+918120272640,DEV017037,ADDR6686500462,2959,HDFC,HDFC0647227,active
ACC0017695,+919786849155,DEV017038,ADDR9923410407,834,Kotak,KOTA0376328,active
ACC0017696,+917643369106,DEV017039,ADDR8966346425,2171,HDFC,HDFC0739541,reported
ACC0017697,+918652971920,DEV017040,ADDR8830661130,2808,IndusInd,INDU0115044,active
ACC0017698,+919905459958,DEV017041,ADDR3885451774,2916,HDFC,HDFC0348523,active
ACC0017699,+918873639541,DEV017042,ADDR6757567202,665,SBI,SBI0240438,active
ACC0017700,+917414833585,DEV017043,ADDR9995195308,3565,SBI,SBI0978271,active
ACC0017701,+919914227499,DEV017044,ADDR1185220469,1021,SBI,SBI0198224,active
ACC0017702,+918050885637,DEV017045,ADDR6768699711,1445,PNB,PNB0571773,active
ACC0017703,+918629442374,DEV017046,ADDR298647963,725,ICICI,ICIC0563939,reported
ACC0017704,+919789033381,DEV017047,ADDR2086826936,572,IndusInd,INDU0392639,active
ACC0017705,+919006123122,DEV017048,ADDR1806296251,954,Kotak,KOTA0690863,active
ACC0017706,+918786337891,DEV017049,ADDR5294322839,520,SBI,SBI0974013,frozen
ACC0017707,+917832041229,DEV017050,ADDR4786469292,2682,Yes Bank,YES 0829323,reported
ACC0017708,+918317733562,DEV017051,ADDR5600487524,2192,HDFC,HDFC0198121,active
ACC0017709,+919685192471,DEV017052,ADDR5477189482,1441,HDFC,HDFC0224675,active
ACC0017710,+919240228814,DEV017053,ADDR4511000255,2010,Axis,AXIS0904073,active
ACC0017711,+918555036685,DEV017054,ADDR3516491224,2217,Yes Bank,YES 0601467,active
ACC0017712,+917568388401,DEV017055,ADDR4241802639,696,HDFC,HDFC0556606,active
ACC0017713,+919310833486,DEV017056,ADDR3959358861,1104,PNB,PNB0560205,frozen
ACC0017714,+918397485941,DEV017057,ADDR2151805964,3223,SBI,SBI0449008,active
ACC0017715,+919937915623,DEV017058,ADDR2322365153,73,Axis,AXIS0489388,frozen
ACC0017716,+917628702803,DEV017059,ADDR5526551546,3493,Axis,AXIS0124421,active
ACC0017717,+919614580084,DEV017060,ADDR6671814513,3520,IndusInd,INDU0826768,active
ACC0017718,+918350855208,DEV017061,ADDR3917789372,946,Kotak,KOTA0800324,active
ACC0017719,+919205598115,DEV017062,ADDR938485886,1190,Kotak,KOTA0928596,active
ACC0017720,+917030712390,DEV017063,ADDR6402225253,778,HDFC,HDFC0142618,active
ACC0017721,+917891694856,DEV017064,ADDR5833052441,2059,ICICI,ICIC0392633,active
ACC0017722,+919991259310,DEV017065,ADDR4013721762,804,PNB,PNB0297420,active
ACC0017723,+919940803174,DEV017066,ADDR3961550366,2892,Yes Bank,YES 0965838,reported
ACC0017724,+917409958679,DEV017067,ADDR4451360848,1432,ICICI,ICIC0617688,reported
ACC0017725,+917642599896,DEV017068,ADDR4032080171,3532,HDFC,HDFC0455457,active
ACC0017726,+917110251845,DEV017069,ADDR668985816,3118,Yes Bank,YES 0772856,active
ACC0017727,+917472492277,DEV017070,ADDR3830646575,1482,HDFC,HDFC0308746,frozen
ACC0017728,+917975161642,DEV017071,ADDR2568836290,2187,ICICI,ICIC0873650,active
ACC0017729,+917723219012,DEV017072,ADDR1104847235,118,SBI,SBI0210326,active
ACC0017730,+919072949511,DEV017073,ADDR5734174839,274,IndusInd,INDU0448551,active
ACC0017731,+919597841903,DEV017074,ADDR9721041275,1861,HDFC,HDFC0958285,reported
ACC0017732,+918707732195,DEV017075,ADDR8130934909,1742,IndusInd,INDU0567429,active
ACC0017733,+919201859472,DEV017076,ADDR1438347200,1471,ICICI,ICIC0471631,active
ACC0017734,+918452945766,DEV017077,ADDR1768022930,357,PNB,PNB0775937,active
ACC0017735,+918582950703,DEV017078,ADDR6048078301,3070,HDFC,HDFC0797114,active
ACC0017736,+919446849162,DEV017079,ADDR3237778803,1500,SBI,SBI0238697,frozen
ACC0017737,+918736920387,DEV017080,ADDR6060724789,1731,Axis,AXIS0285978,active
ACC0017738,+918383923568,DEV017081,ADDR8374288873,1490,HDFC,HDFC0750950,active
ACC0017739,+919711713706,DEV017082,ADDR7659556419,1830,IndusInd,INDU0437895,active
ACC0017740,+917674614776,DEV017083,ADDR8301545570,2377,Kotak,KOTA0154984,active
ACC0017741,+919750724693,DEV017084,ADDR7965341082,2795,ICICI,ICIC0850977,reported
ACC0017742,+917331620275,DEV017085,ADDR5078809877,2019,SBI,SBI0664532,reported
ACC0017743,+917377183119,DEV017086,ADDR9033135560,630,ICICI,ICIC0359826,reported
ACC0017744,+919045494725,DEV017087,ADDR3020218837,3196,ICICI,ICIC0963232,active
ACC0017745,+919105349685,DEV017088,ADDR9382583875,1060,PNB,PNB0686099,active
ACC0017746,+919367390673,DEV017089,ADDR1349478908,88,SBI,SBI0512785,active
ACC0017747,+917072757958,DEV017090,ADDR4086062359,171,HDFC,HDFC0137516,active
ACC0017748,+917048328818,DEV017091,ADDR1367629804,2831,SBI,SBI0307440,active
ACC0017749,+917718912953,DEV017092,ADDR2896749247,1430,Axis,AXIS0711568,active
ACC0017750,+919149740675,DEV017093,ADDR138371246,112,PNB,PNB0161748,active
ACC0017751,+917483128445,DEV017094,ADDR2774201660,2967,ICICI,ICIC0323250,active
ACC0017752,+917234977984,DEV017095,ADDR7043272970,1131,IndusInd,INDU0545121,active
ACC0017753,+918375169417,DEV017096,ADDR2739558600,3570,PNB,PNB0619781,active
ACC0017754,+919419900564,DEV017097,ADDR8031215799,3214,HDFC,HDFC0405279,active
ACC0017755,+917910718506,DEV017098,ADDR6627111644,204,IndusInd,INDU0682185,reported
ACC0017756,+919596742576,DEV017099,ADDR7082601428,2529,Kotak,KOTA0550203,active
ACC0017757,+917091318500,DEV017100,ADDR6130454200,2213,Axis,AXIS0563579,frozen
ACC0017758,+918056409291,DEV017101,ADDR9353640821,652,SBI,SBI0991629,active
ACC0017759,+917234248747,DEV017102,ADDR4737535686,1271,HDFC,HDFC0477559,active
ACC0017760,+918622330212,DEV017103,ADDR5331815794,1806,ICICI,ICIC0514853,active
ACC0017761,+918339279381,DEV017104,ADDR5810151331,558,SBI,SBI0594908,active
ACC0017762,+917527599716,DEV017105,ADDR1610974023,2643,Axis,AXIS0485061,active
ACC0017763,+918617357608,DEV017106,ADDR6137935397,1033,Axis,AXIS0994881,reported
ACC0017764,+919144964334,DEV017107,ADDR5939178193,3423,Yes Bank,YES 0313257,active
ACC0017765,+919862747687,DEV017108,ADDR2657551589,2932,ICICI,ICIC0909523,reported
ACC0017766,+917092983805,DEV017109,ADDR7985888829,2326,Axis,AXIS0933311,active
ACC0017767,+917708708169,DEV017110,ADDR2646445324,463,SBI,SBI0440777,active
ACC0017768,+917354808947,DEV017111,ADDR5850330873,119,SBI,SBI0178654,active
ACC0017769,+918294973031,DEV017112,ADDR9091258880,558,SBI,SBI0430802,active
ACC0017770,+919428704411,DEV017113,ADDR3670213875,1838,SBI,SBI0360396,active
ACC0017771,+917798796318,DEV017114,ADDR3337537707,2858,ICICI,ICIC0371278,active
ACC0017772,+919690341429,DEV017115,ADDR3095524990,583,ICICI,ICIC0793520,active
ACC0017773,+919664441464,DEV017116,ADDR2896538251,2590,Axis,AXIS0832662,active
ACC0017774,+917235199820,DEV043423,ADDR474263097,202,SBI,SBI0617789,active
ACC0017775,+919007330319,DEV017117,ADDR4632020209,991,SBI,SBI0398272,active
ACC0017776,+919204121398,DEV017118,ADDR6056303975,2196,PNB,PNB0311748,active
ACC0017777,+918376486646,DEV046121,ADDR224396470,3028,IndusInd,INDU0727527,reported
ACC0017778,+917807928967,DEV017119,ADDR6995097187,2842,SBI,SBI0243266,active
ACC0017779,+918184769487,DEV017120,ADDR4003083576,1958,Yes Bank,YES 0620585,active
ACC0017780,+917004581212,DEV017121,ADDR2324887299,160,Axis,AXIS0101089,active
ACC0017781,+917431625218,DEV017122,ADDR378704263,1092,SBI,SBI0643288,active
ACC0017782,+917084461072,DEV017123,ADDR5883836325,2866,HDFC,HDFC0209737,active
ACC0017783,+918983502763,DEV017124,ADDR551977061,323,IndusInd,INDU0279076,frozen
ACC0017784,+918972066991,DEV017125,ADDR9107725562,2587,IndusInd,INDU0159476,frozen
ACC0017785,+919875307576,DEV017126,ADDR7152585762,2578,PNB,PNB0580451,active
ACC0017786,+917571696008,DEV017127,ADDR2991614829,2752,HDFC,HDFC0672197,active
ACC0017787,+918505846820,DEV017128,ADDR9836679028,816,IndusInd,INDU0146939,frozen
ACC0017788,+919905636603,DEV017129,ADDR4804486467,915,IndusInd,INDU0899594,active
ACC0017789,+917056979211,DEV017130,ADDR5415406975,748,IndusInd,INDU0966605,active
ACC0017790,+917561743445,DEV017131,ADDR9641425758,1454,SBI,SBI0849948,active
ACC0017791,+917524152436,DEV017132,ADDR5158141132,1926,ICICI,ICIC0127021,active
ACC0017792,+917194714026,DEV017133,ADDR2193996618,463,HDFC,HDFC0317567,active
ACC0017793,+919512628008,DEV017134,ADDR976552015,2083,Kotak,KOTA0616506,active
ACC0017794,+919347278811,DEV017135,ADDR7513820757,894,ICICI,ICIC0665993,active
ACC0017795,+918453973459,DEV017136,ADDR2054794796,2064,ICICI,ICIC0193320,active
ACC0017796,+919507383620,DEV017137,ADDR2121780759,1126,ICICI,ICIC0997839,frozen
ACC0017797,+917932932173,DEV017138,ADDR8523517157,3485,Yes Bank,YES 0102235,active
ACC0017798,+917242495590,DEV017139,ADDR2893891468,1186,IndusInd,INDU0221295,active
ACC0017799,+919722051245,DEV017140,ADDR9139326100,3184,HDFC,HDFC0103207,active
ACC0017800,+918847524787,DEV017141,ADDR3959422085,663,Yes Bank,YES 0361177,active
ACC0017801,+919955325027,DEV017142,ADDR9588271071,337,Kotak,KOTA0764810,active
ACC0017802,+917005264628,DEV017143,ADDR7975245816,713,HDFC,HDFC0250268,active
ACC0017803,+919751814168,DEV017144,ADDR3688442878,1548,HDFC,HDFC0941171,reported
ACC0017804,+919195575358,DEV017145,ADDR854320916,3293,Kotak,KOTA0105790,active
ACC0017805,+918170043830,DEV017146,ADDR975250301,668,IndusInd,INDU0627200,active
ACC0017806,+917845990442,DEV017147,ADDR4448271697,2867,ICICI,ICIC0259620,active
ACC0017807,+919181307508,DEV017148,ADDR2220907947,2552,SBI,SBI0988223,active
ACC0017808,+919726964783,DEV017149,ADDR2364713928,1277,HDFC,HDFC0350959,active
ACC0017809,+917634465642,DEV017150,ADDR8368138243,1247,Axis,AXIS0369570,reported
ACC0017810,+919664667511,DEV017151,ADDR6889278642,3460,SBI,SBI0201540,active
ACC0017811,+917389347639,DEV017152,ADDR764891036,2616,SBI,SBI0952221,active
ACC0017812,+918046806188,DEV017153,ADDR9135389850,894,SBI,SBI0905762,active
ACC0017813,+918606314940,DEV017154,ADDR5712262975,3330,SBI,SBI0524688,active
ACC0017814,+917821165668,DEV017155,ADDR9981582580,1502,SBI,SBI0110096,active
ACC0017815,+919539474263,DEV017156,ADDR4738882315,318,Yes Bank,YES 0726292,active
ACC0017816,+918169826809,DEV017157,ADDR3751357774,2974,SBI,SBI0818651,active
ACC0017817,+917386914610,DEV017158,ADDR6188973119,3174,Axis,AXIS0744368,active
ACC0017818,+919939144458,DEV017159,ADDR2813783428,1633,SBI,SBI0125782,frozen
ACC0017819,+919787441788,DEV017160,ADDR861838684,2578,IndusInd,INDU0704821,reported
ACC0017820,+917505065184,DEV017161,ADDR1601368880,879,ICICI,ICIC0586579,frozen
ACC0017821,+919203209117,DEV038472,ADDR7453923394,3108,ICICI,ICIC0464376,active
ACC0017822,+919077045227,DEV017162,ADDR9144590814,1364,Yes Bank,YES 0612822,active
ACC0017823,+917613400100,DEV017163,ADDR6742526101,997,SBI,SBI0838505,reported
ACC0017824,+919008965458,DEV017164,ADDR2585140352,1842,IndusInd,INDU0645527,active
ACC0017825,+918166456447,DEV017165,ADDR1085320515,997,Yes Bank,YES 0660745,active
ACC0017826,+917747209252,DEV017166,ADDR6913572504,2276,Axis,AXIS0945822,active
ACC0017827,+919602268206,DEV017167,ADDR8886946951,2736,Kotak,KOTA0935533,active
ACC0017828,+917832200813,DEV017168,ADDR9038173542,1498,SBI,SBI0470720,active
ACC0017829,+917990020908,DEV017169,ADDR4543814596,2866,Yes Bank,YES 0219297,active
ACC0017830,+917355054014,DEV017170,ADDR8814333118,1591,IndusInd,INDU0520006,active
ACC0017831,+918997635773,DEV017171,ADDR5718920334,3542,SBI,SBI0517947,active
ACC0017832,+918478789249,DEV017172,ADDR2008185405,985,ICICI,ICIC0188465,active
ACC0017833,+917644327886,DEV037148,ADDR1100715645,2581,PNB,PNB0689831,reported
ACC0017834,+918857105173,DEV017173,ADDR4075505972,1967,SBI,SBI0119373,active
ACC0017835,+917301035687,DEV017174,ADDR6189717246,3445,Axis,AXIS0622906,active
ACC0017836,+917813816181,DEV017175,ADDR2590905235,824,SBI,SBI0515490,reported
ACC0017837,+918854840283,DEV017176,ADDR3034191606,742,PNB,PNB0373396,active
ACC0017838,+917850874324,DEV017177,ADDR6663272354,3170,IndusInd,INDU0427606,active
ACC0017839,+917496689826,DEV017178,ADDR8397777917,3291,SBI,SBI0378775,reported
ACC0017840,+917489497547,DEV017179,ADDR7649527363,2735,SBI,SBI0728331,frozen
ACC0017841,+918559672672,DEV017180,ADDR918284807,1749,Yes Bank,YES 0150306,reported
ACC0017842,+919543095507,DEV017181,ADDR5282102716,1515,SBI,SBI0394331,active
ACC0017843,+918635358843,DEV017182,ADDR7472370444,2442,HDFC,HDFC0334236,active
ACC0017844,+919781637854,DEV017183,ADDR113815259,2734,IndusInd,INDU0922164,active
ACC0017845,+919611037053,DEV017184,ADDR7709298243,1029,SBI,SBI0718639,active
ACC0017846,+918500228652,DEV017185,ADDR6775647308,55,SBI,SBI0402964,active
ACC0017847,+919693240180,DEV017186,ADDR7977496638,296,PNB,PNB0881038,reported
ACC0017848,+918549163192,DEV017187,ADDR6345621060,1277,HDFC,HDFC0804007,active
ACC0017849,+918305730830,DEV017188,ADDR9240384565,2497,SBI,SBI0840390,active
ACC0017850,+919552608292,DEV017189,ADDR3133533386,1623,PNB,PNB0518045,reported
ACC0017851,+919934771282,DEV017190,ADDR6556041253,2268,Kotak,KOTA0852376,frozen
ACC0017852,+917323861519,DEV017191,ADDR517280921,1730,Yes Bank,YES 0178530,active
ACC0017853,+918969048160,DEV017192,ADDR660581657,941,IndusInd,INDU0555260,active
ACC0017854,+919362651081,DEV017193,ADDR6271597545,2740,ICICI,ICIC0778277,active
ACC0017855,+917258792546,DEV017194,ADDR5367781079,2648,Kotak,KOTA0248174,active
ACC0017856,+919347029367,DEV017195,ADDR7950910684,3515,PNB,PNB0231216,reported
ACC0017857,+919380868972,DEV017196,ADDR4821494350,3018,IndusInd,INDU0822953,active
ACC0017858,+918470621957,DEV017197,ADDR5811373594,1405,Yes Bank,YES 0277106,active
ACC0017859,+918469108875,DEV017198,ADDR8208068125,2581,IndusInd,INDU0588886,active
ACC0017860,+919121009045,DEV017199,ADDR2770044474,1299,Kotak,KOTA0823326,reported
ACC0017861,+918687633678,DEV017200,ADDR7579862424,3189,Yes Bank,YES 0980871,active
ACC0017862,+918013312883,DEV017201,ADDR2964468397,2240,IndusInd,INDU0565473,frozen
ACC0017863,+918124093655,DEV017202,ADDR9146745739,3051,Kotak,KOTA0238657,reported
ACC0017864,+917532055082,DEV017203,ADDR5544574983,1048,HDFC,HDFC0552489,active
ACC0017865,+918859968470,DEV017204,ADDR6070658633,84,Axis,AXIS0209738,active
ACC0017866,+917789945887,DEV017205,ADDR4873733196,541,SBI,SBI0119560,active
ACC0017867,+918602227799,DEV013777,ADDR8173751823,1953,Yes Bank,YES 0457016,active
ACC0017868,+917956686917,DEV017206,ADDR4414637046,3510,SBI,SBI0381613,active
ACC0017869,+917477630867,DEV017207,ADDR7553827804,2299,Kotak,KOTA0918437,frozen
ACC0017870,+918834439476,DEV017208,ADDR5235566816,2960,SBI,SBI0779667,active
ACC0017871,+918142118014,DEV017209,ADDR789999017,1728,Axis,AXIS0930062,active
ACC0017872,+917123267826,DEV017210,ADDR158494638,3499,SBI,SBI0998843,active
ACC0017873,+919781383078,DEV017211,ADDR1760463151,3436,PNB,PNB0139429,active
ACC0017874,+917741769235,DEV017212,ADDR6878092848,818,ICICI,ICIC0277600,reported
ACC0017875,+919998455150,DEV017213,ADDR2950720495,3151,Yes Bank,YES 0859347,active
ACC0017876,+917901673213,DEV017214,ADDR955854224,94,Axis,AXIS0500099,active
ACC0017877,+918936263785,DEV017215,ADDR5815167395,2175,PNB,PNB0120266,active
ACC0017878,+917998183403,DEV017216,ADDR3651584058,1612,SBI,SBI0881887,active
ACC0017879,+919464702876,DEV017217,ADDR2508869441,1120,SBI,SBI0990575,active
ACC0017880,+917933741480,DEV017218,ADDR8427267743,3409,Yes Bank,YES 0288827,reported
ACC0017881,+917230847324,DEV017219,ADDR3732718068,2427,SBI,SBI0648638,active
ACC0017882,+918148073506,DEV017220,ADDR3159117031,530,Yes Bank,YES 0781249,frozen
ACC0017883,+918580344583,DEV017221,ADDR6738794217,534,SBI,SBI0416957,active
ACC0017884,+919977490346,DEV017222,ADDR7622397563,454,HDFC,HDFC0992784,active
ACC0017885,+918986479845,DEV017223,ADDR1152379239,1130,Kotak,KOTA0933829,frozen
ACC0017886,+918198946510,DEV017224,ADDR8250976203,279,Yes Bank,YES 0532295,active
ACC0017887,+917416707787,DEV017225,ADDR9233551594,986,SBI,SBI0472979,active
ACC0017888,+919888697823,DEV017226,ADDR7066527814,2799,ICICI,ICIC0856055,active
ACC0017889,+917541001085,DEV017227,ADDR5407262230,3192,Yes Bank,YES 0447174,active
ACC0017890,+919641585803,DEV017228,ADDR1447367250,2875,SBI,SBI0713128,active
ACC0017891,+919386685178,DEV017229,ADDR5719500262,1825,SBI,SBI0249018,frozen
ACC0017892,+918840596835,DEV017230,ADDR8456217012,2547,Axis,AXIS0195440,active
ACC0017893,+918306160847,DEV017231,ADDR9920422210,3447,SBI,SBI0841647,frozen
ACC0017894,+917273395543,DEV038883,ADDR8307422174,222,ICICI,ICIC0656166,reported
ACC0017895,+917088528291,DEV017232,ADDR4265183832,3304,ICICI,ICIC0716302,active
ACC0017896,+919838226346,DEV017233,ADDR7453712996,2648,Yes Bank,YES 0432465,reported
ACC0017897,+918069431592,DEV017234,ADDR1374897225,1428,Kotak,KOTA0501667,active
ACC0017898,+919038601411,DEV017235,ADDR1092599590,1654,ICICI,ICIC0667205,active
