call_id,caller_id,callee_id,call_timestamp,call_duration_sec,is_spoofed_number,call_frequency_24h
CALL0004774,+919432051115,+918670587030,2024-01-26 00:00:00,348,0,3
CALL0004775,+918399624164,+919136361218,2024-10-09 08:00:00,135,0,1
CALL0004776,+917580761090,+919932009493,2024-10-27 10:00:00,189,0,2
CALL0004777,+919850959163,+919835333333,2024-11-21 05:00:00,321,0,2
CALL0004778,+918375780470,+917333791889,2024-05-31 18:00:00,165,0,3
CALL0004779,+917507442136,+919391030808,2024-12-26 09:00:00,348,0,2
CALL0004780,+918670012123,+917418834391,2024-10-22 00:00:00,156,0,1
CALL0004781,+918446503774,+918522072183,2024-01-02 04:00:00,167,0,1
CALL0004782,+919323448986,+919999093780,2024-05-07 22:00:00,375,0,2
CALL0004783,+918845434724,+919361749060,2024-11-02 19:00:00,64,0,2
CALL0004784,+919056477120,+918276479631,2024-12-17 00:00:00,317,0,3
CALL0004785,+917268471564,+918796678209,2024-10-30 20:00:00,250,0,2
CALL0004786,+917713049549,+919964647824,2024-04-05 21:00:00,40,0,1
CALL0004787,+917111705294,+917469288770,2024-11-07 12:00:00,177,0,3
CALL0004788,+918456091677,+917133063088,2024-03-09 22:00:00,371,0,1
CALL0004789,+918966667312,+919061294319,2024-09-25 17:00:00,296,0,2
CALL0004790,+917299024535,+919423806903,2024-07-27 12:00:00,122,0,2
CALL0004791,+917418359148,+918893487296,2024-07-20 11:00:00,164,0,2
CALL0004792,+918951135845,+917482142641,2024-11-07 13:00:00,191,0,1
CALL0004793,+917926611084,+917286919327,2024-04-15 13:00:00,191,0,3
CALL0004794,+918265935630,+918305053410,2024-12-16 17:00:00,299,0,1
CALL0004795,+918266094092,+918277488275,2024-03-16 05:00:00,357,0,1
CALL0004796,+917345497247,+919017871749,2024-06-30 06:00:00,94,0,2
CALL0004797,+917667137477,+919626970265,2024-09-07 22:00:00,14,0,1
CALL0004798,+919912764916,+918169236455,2024-10-09 13:00:00,337,0,2
CALL0004799,+918701510096,+919091911795,2024-03-22 19:00:00,359,0,3
CALL0004800,+917552603099,+918638621665,2024-09-19 12:00:00,379,0,3
CALL0004801,+918449730847,+918134524341,2024-10-14 23:00:00,394,0,3
CALL0004802,+919933570982,+918696296750,2024-08-30 08:00:00,189,0,3
CALL0004803,+919553459187,+918660844595,2024-10-22 12:00:00,342,0,3
CALL0004804,+918481102556,+917417184253,2024-01-27 05:00:00,113,0,2
CALL0004805,+919163596173,+918433034402,2024-01-05 17:00:00,130,0,2
CALL0004806,+919090284251,+918279372522,2024-05-04 04:00:00,20,0,2
CALL0004807,+919874611576,+918699338053,2024-01-08 00:00:00,379,0,1
CALL0004808,+919267091010,+919247971071,2024-01-01 10:00:00,232,0,3
CALL0004809,+919845901854,+918775240975,2024-12-02 04:00:00,392,0,1
CALL0004810,+917777299022,+918381592162,2024-11-17 11:00:00,205,0,2
CALL0004811,+919182511473,+917179768928,2024-03-01 15:00:00,182,0,3
CALL0004812,+917939816277,+917170411705,2024-10-08 16:00:00,19,0,3
CALL0004813,+917045044072,+918632145094,2024-08-11 14:00:00,27,0,2
CALL0004814,+917832418902,+919256139027,2024-09-14 10:00:00,154,0,2
CALL0004815,+919526161894,+917787117078,2024-12-10 18:00:00,257,0,1
CALL0004816,+919123980280,+917093530254,2024-11-02 16:00:00,110,0,3
CALL0004817,+919936201902,+917429794839,2024-11-04 18:00:00,221,0,1
CALL0004818,+918670012123,+919032861295,2024-01-20 10:00:00,50,0,1
CALL0004819,+919674922657,+918822690904,2024-11-24 02:00:00,121,0,3
CALL0004820,+917820467588,+918005553021,2024-10-05 08:00:00,362,0,2
CALL0004821,+919881432655,+919846242992,2024-03-11 20:00:00,22,0,3
CALL0004822,+919920832429,+918875854015,2024-07-03 18:00:00,189,0,2
CALL0004823,+917068166918,+919641155277,2024-07-14 22:00:00,29,0,3
CALL0004824,+917290991551,+917522991878,2024-03-14 04:00:00,336,0,1
CALL0004825,+919912764916,+918850500290,2024-01-19 20:00:00,258,0,2
CALL0004826,+919181032458,+919250503596,2024-09-29 13:00:00,10,0,2
CALL0004827,+918661057607,+917856111569,2024-08-30 06:00:00,247,0,2
CALL0004828,+917151685013,+919476385041,2024-08-26 22:00:00,145,0,3
CALL0004829,+918041317186,+919719648153,2024-12-30 00:00:00,62,0,3
CALL0004830,+918538661170,+919968359829,2024-11-08 09:00:00,327,0,2
CALL0004831,+918701510096,+919148209535,2024-10-08 17:00:00,28,0,1
CALL0004832,+918935474246,+919450486538,2024-06-29 21:00:00,79,0,2
CALL0004833,+918134524341,+917724320527,2024-04-06 18:00:00,92,0,2
CALL0004834,+918171446167,+919940712089,2024-07-06 19:00:00,206,0,2
CALL0004835,+919878280142,+919852692942,2024-03-30 05:00:00,101,0,3
CALL0004836,+917137431729,+917638866479,2024-11-09 12:00:00,344,0,3
CALL0004837,+918712025367,+919174294766,2024-11-24 08:00:00,249,0,1
CALL0004838,+919292744661,+917808418095,2024-05-29 06:00:00,253,0,3
CALL0004839,+918698740182,+917444376729,2024-07-14 08:00:00,274,0,3
CALL0004840,+919906247153,+918845890616,2024-02-14 05:00:00,68,0,2
CALL0004841,+917801896110,+917435952956,2024-07-17 12:00:00,215,0,1
CALL0004842,+918640888425,+918581348289,2024-03-05 23:00:00,380,0,2
CALL0004843,+919614580084,+917608372421,2024-05-27 19:00:00,336,0,2
CALL0004844,+919697009565,+918433034402,2024-05-08 00:00:00,104,0,3
CALL0004845,+919400534690,+919559331845,2024-07-16 02:00:00,42,0,3
CALL0004846,+918822388301,+919466343231,2024-10-09 03:00:00,209,0,3
CALL0004847,+917604793424,+919479668638,2024-08-29 15:00:00,49,0,2
CALL0004848,+918299681784,+918439855928,2024-11-15 02:00:00,185,0,3
CALL0004849,+918573927315,+919614580084,2024-07-20 07:00:00,44,0,2
CALL0004850,+918812335975,+917287984019,2024-02-26 22:00:00,195,0,3
CALL0004851,+918997635773,+917021822576,2024-03-10 22:00:00,368,0,2
CALL0004852,+918074808853,+918616913847,2024-04-15 01:00:00,47,0,3
CALL0004853,+919432051115,+918893487296,2024-05-10 21:00:00,352,0,3
CALL0004854,+919692805098,+919680117950,2024-12-27 01:00:00,212,0,3
CALL0004855,+918448669042,+917294003911,2024-11-20 15:00:00,76,0,1
CALL0004856,+919706815838,+917585029871,2024-09-22 18:00:00,284,0,2
CALL0004857,+919953148140,+917341824689,2024-02-10 12:00:00,392,0,2
CALL0004858,+918596399970,+919024316291,2024-10-10 09:00:00,216,0,1
CALL0004859,+918549813506,+919191607869,2024-06-27 10:00:00,369,0,1
CALL0004860,+919806042502,+917900974151,2024-02-18 03:00:00,244,0,2
CALL0004861,+919536218878,+919362712982,2024-02-02 22:00:00,275,0,2
CALL0004862,+918706373251,+919177913336,2024-07-09 04:00:00,91,0,2
CALL0004863,+917804479213,+919988503714,2024-02-14 08:00:00,131,0,3
CALL0004864,+917036231729,+917128575500,2024-02-19 05:00:00,54,0,2
CALL0004865,+918638311715,+919237574933,2024-10-26 14:00:00,362,0,2
CALL0004866,+919067910041,+918896537557,2024-11-25 02:00:00,14,0,2
CALL0004867,+918224825116,+918928002517,2024-03-11 04:00:00,391,0,1
CALL0004868,+917797692705,+919061437107,2024-10-05 01:00:00,387,0,3
CALL0004869,+918187847190,+918068788583,2024-06-12 15:00:00,337,0,3
CALL0004870,+919230281878,+918525918549,2024-04-03 14:00:00,317,0,2
CALL0004871,+918056409291,+919392092628,2024-10-04 21:00:00,40,0,3
CALL0004872,+917041484255,+919003105231,2024-09-11 14:00:00,89,0,1
CALL0004873,+919890936026,+919473324554,2024-06-25 14:00:00,121,0,3
CALL0004874,+917836334274,+917230192168,2024-07-17 11:00:00,332,0,1
CALL0004875,+919126637807,+918736265951,2024-08-19 14:00:00,350,0,3
CALL0004876,+918411912915,+919922721319,2024-07-21 22:00:00,311,0,1
CALL0004877,+917137548263,+917593858817,2024-09-18 22:00:00,399,0,3
CALL0004878,+917718912953,+918553653722,2024-04-25 00:00:00,90,0,2
CALL0004879,+917353651919,+918697997873,2024-12-17 05:00:00,229,0,1
CALL0004880,+919745403172,+918917086406,2024-03-15 10:00:00,111,0,3
CALL0004881,+917817666224,+919517908889,2024-09-06 06:00:00,38,0,2
CALL0004882,+918297844106,+917794749625,2024-03-03 02:00:00,316,0,1
CALL0004883,+918623085212,+919258814219,2024-04-22 02:00:00,222,0,3
CALL0004884,+917371781463,+917259324662,2024-12-26 18:00:00,393,0,2
CALL0004885,+918433034402,+917918394465,2024-07-24 05:00:00,255,0,2
CALL0004886,+919009621714,+918828095292,2024-01-21 01:00:00,59,0,2
CALL0004887,+917197221718,+919722270188,2024-11-07 03:00:00,292,0,1
CALL0004888,+917240457992,+919211965193,2024-02-13 10:00:00,273,0,2
CALL0004889,+917632071898,+919090676323,2024-08-17 14:00:00,155,0,1
CALL0004890,+917517795369,+917116732917,2024-11-30 18:00:00,124,0,3
CALL0004891,+917437217862,+919594252613,2024-03-18 13:00:00,194,0,3
CALL0004892,+917908869791,+918696296750,2024-12-12 05:00:00,270,0,3
CALL0004893,+918595931966,+918761572140,2024-12-20 16:00:00,125,0,2
CALL0004894,+917555286697,+919749991143,2024-08-07 17:00:00,212,0,1
CALL0004895,+919352526372,+917936339937,2024-09-23 01:00:00,365,0,2
CALL0004896,+919059928025,+918870550237,2024-05-25 12:00:00,87,0,3
CALL0004897,+918698114794,+919091911795,2024-09-27 22:00:00,257,0,1
CALL0004898,+919615755730,+917042593343,2024-01-23 04:00:00,279,0,2
CALL0004899,+917571601697,+917750505276,2024-12-27 04:00:00,329,0,1
CALL0004900,+919341981305,+918946650976,2024-10-19 09:00:00,287,0,1
CALL0004901,+919899361134,+919077949924,2024-03-09 11:00:00,269,0,1
CALL0004902,+918015730890,+919806042502,2024-06-07 21:00:00,186,0,2
CALL0004903,+918974741049,+919047656531,2024-10-04 16:00:00,284,0,2
CALL0004904,+917243444028,+917557954311,2024-01-23 01:00:00,347,0,3
CALL0004905,+919182511473,+919612166877,2024-03-10 11:00:00,170,0,3
CALL0004906,+919985326418,+919149779477,2024-06-18 20:00:00,307,0,1
CALL0004907,+918710521845,+917144161513,2024-06-07 00:00:00,201,0,3
CALL0004908,+919439788399,+917270653164,2024-04-08 22:00:00,239,0,1
CALL0004909,+919665033783,+917806298324,2024-11-02 02:00:00,198,0,3
CALL0004910,+919896918354,+918198997132,2024-08-20 05:00:00,77,0,2
CALL0004911,+917470553031,+917353651919,2024-02-28 14:00:00,71,0,2
CALL0004912,+917920752459,+917171636081,2024-12-12 06:00:00,232,0,2
CALL0004913,+917338444340,+918828104597,2024-11-11 16:00:00,258,0,3
CALL0004914,+918009623183,+917844387254,2024-06-17 01:00:00,194,0,3
CALL0004915,+919881432655,+917015770674,2024-04-15 06:00:00,360,0,3
CALL0004916,+919730259957,+919332667401,2024-02-04 19:00:00,342,0,3
CALL0004917,+919487161643,+918560457268,2024-05-24 16:00:00,329,0,2
CALL0004918,+919381674809,+919342079624,2024-02-10 09:00:00,49,0,3
CALL0004919,+917562059579,+917895888714,2024-06-11 20:00:00,386,0,2
CALL0004920,+919797914625,+918688345636,2024-12-23 13:00:00,369,0,3
CALL0004921,+919605907399,+918623219916,2024-11-22 23:00:00,342,0,3
CALL0004922,+917381629395,+919613769205,2024-07-31 06:00:00,186,0,3
CALL0004923,+918571307308,+918545254283,2024-10-07 02:00:00,236,0,2
CALL0004924,+918877385128,+917174972955,2024-10-06 22:00:00,116,0,1
CALL0004925,+919799541820,+919450957393,2024-11-12 17:00:00,152,0,3
CALL0004926,+917060026736,+917937687109,2024-10-27 15:00:00,230,0,2
CALL0004927,+917454600960,+918426952486,2024-07-01 14:00:00,176,0,3
CALL0004928,+917743754699,+919984662402,2024-11-16 09:00:00,252,0,3
CALL0004929,+917729285089,+917628225003,2024-06-18 14:00:00,234,0,2
CALL0004930,+919003105231,+918087571634,2024-10-08 21:00:00,288,0,1
CALL0004931,+919337765517,+917348524855,2024-12-15 03:00:00,290,0,3
CALL0004932,+918387738611,+918009623183,2024-05-22 09:00:00,254,0,2
CALL0004933,+919009274208,+919316456308,2024-06-15 20:00:00,108,0,3
CALL0004934,+919531470689,+917476234239,2024-03-19 03:00:00,212,0,2
CALL0004935,+919816477729,+918798203717,2024-04-21 15:00:00,18,0,3
CALL0004936,+919268174299,+917215351233,2024-07-13 12:00:00,175,0,3
CALL0004937,+918322046227,+918179457611,2024-04-05 07:00:00,314,0,2
CALL0004938,+918946650976,+918905147640,2024-12-24 18:00:00,93,0,1
CALL0004939,+917010673789,+917863065340,2024-07-10 03:00:00,314,0,3
CALL0004940,+919744359936,+919414930033,2024-02-12 14:00:00,195,0,1
CALL0004941,+919259678475,+918290465496,2024-07-25 06:00:00,266,0,2
CALL0004942,+918869840574,+919025144813,2024-04-28 09:00:00,265,0,3
CALL0004943,+919489110789,+917122540546,2024-10-26 10:00:00,330,0,2
CALL0004944,+917426507513,+919755279204,2024-07-10 20:00:00,96,0,3
CALL0004945,+919205225066,+918869376212,2024-03-18 01:00:00,379,0,2
CALL0004946,+917920752459,+917638866479,2024-04-06 04:00:00,242,0,1
CALL0004947,+917240678791,+917671242206,2024-03-12 04:00:00,294,0,2
CALL0004948,+919094279024,+919667054214,2024-01-31 18:00:00,210,0,2
CALL0004949,+917599555256,+919789064595,2024-07-24 05:00:00,146,0,1
CALL0004950,+918722275983,+917050868978,2024-06-01 13:00:00,229,0,3
CALL0004951,+917833845812,+919899361134,2024-08-31 13:00:00,324,0,1
CALL0004952,+918592540348,+918864283632,2024-01-18 10:00:00,99,0,2
CALL0004953,+917001003684,+919946451158,2024-05-21 14:00:00,366,0,1
CALL0004954,+917418443349,+918641309430,2024-09-18 10:00:00,148,0,3
CALL0004955,+919772557258,+917176499960,2024-10-31 19:00:00,398,0,2
CALL0004956,+917990857771,+918216489559,2024-02-25 14:00:00,268,0,2
CALL0004957,+918553653722,+918604510283,2024-01-17 04:00:00,163,0,1
CALL0004958,+919166370086,+918864283632,2024-02-03 18:00:00,57,0,1
CALL0004959,+918434518996,+918923552120,2024-03-05 18:00:00,152,0,3
CALL0004960,+919987011328,+917626967245,2024-05-15 00:00:00,67,0,1
CALL0004961,+918060998960,+918362917689,2024-01-11 14:00:00,102,0,2
CALL0004962,+917342638525,+918495311564,2024-01-10 09:00:00,261,0,2
CALL0004963,+917144757117,+917597848679,2024-06-01 00:00:00,15,0,3
CALL0004964,+917445139353,+917462122124,2024-12-23 14:00:00,231,0,2
CALL0004965,+917397019796,+919779441562,2024-03-30 14:00:00,53,0,3
CALL0004966,+918692543103,+919152083196,2024-09-19 07:00:00,101,0,1
CALL0004967,+917431253477,+917524779317,2024-04-18 10:00:00,361,0,3
CALL0004968,+918482153830,+917959600315,2024-05-16 18:00:00,36,0,2
CALL0004969,+918121964659,+919533359801,2024-12-07 07:00:00,58,0,2
CALL0004970,+917240457992,+919989214090,2024-11-30 14:00:00,92,0,3
CALL0004971,+918269061602,+918015193864,2024-05-29 12:00:00,133,0,1
CALL0004972,+917838270914,+918125667119,2024-05-31 02:00:00,282,0,3
CALL0004973,+918370307319,+918576812501,2024-09-28 09:00:00,190,0,3
CALL0004974,+917107434698,+919579788957,2024-10-09 12:00:00,299,0,3
CALL0004975,+918631199344,+918206177152,2024-03-24 13:00:00,185,0,3
CALL0004976,+917052724678,+918773229931,2024-01-29 11:00:00,380,0,2
CALL0004977,+919222943168,+918729190906,2024-10-15 09:00:00,92,0,3
CALL0004978,+919518376274,+918736608126,2024-02-18 03:00:00,380,0,3
CALL0004979,+918584562207,+917351122194,2024-08-31 06:00:00,146,0,2
CALL0004980,+919620708136,+919161767872,2024-06-17 00:00:00,365,0,2
CALL0004981,+919727748072,+917580053271,2024-06-10 10:00:00,174,0,2
CALL0004982,+917444186184,+917735325512,2024-05-02 03:00:00,314,0,2
CALL0004983,+919592793807,+919083949141,2024-05-31 15:00:00,324,0,1
CALL0004984,+918145445545,+919573029757,2024-10-12 17:00:00,29,0,1
CALL0004985,+918952424806,+918901969306,2024-06-11 03:00:00,294,0,3
CALL0004986,+918309589783,+918965677041,2024-07-14 16:00:00,293,0,1
CALL0004987,+917137697067,+917742541990,2024-11-01 19:00:00,45,0,3
CALL0004988,+917103235302,+917528717654,2024-12-19 08:00:00,384,0,1
CALL0004989,+919234661867,+917563175691,2024-03-27 23:00:00,384,0,2
CALL0004990,+917027494094,+917411175459,2024-07-06 04:00:00,63,0,2
CALL0004991,+919314998544,+918793610142,2024-02-10 09:00:00,171,0,2
CALL0004992,+918180932888,+918548006843,2024-05-07 14:00:00,281,0,2
CALL0004993,+918561573680,+917838081021,2024-11-03 04:00:00,42,0,2
CALL0004994,+917281447929,+918576812501,2024-08-25 03:00:00,206,0,3
CALL0004995,+917522991878,+917189796542,2024-12-14 17:00:00,111,0,2
CALL0004996,+919645261118,+918090352541,2024-07-13 20:00:00,258,0,2
CALL0004997,+918748375357,+917197627375,2024-08-01 16:00:00,204,0,2
CALL0004998,+917589844309,+919661598978,2024-09-18 22:00:00,48,0,2
CALL0004999,+919343140526,+918334577945,2024-09-14 08:00:00,95,0,3
CALL0005000,+918067928329,+919138941477,2024-11-17 13:00:00,241,0,1
CALL0005001,+917048260243,+919506125236,2024-07-21 14:00:00,379,0,2
CALL0005002,+917534776852,+919900073430,2024-02-16 17:00:00,63,0,3
CALL0005003,+917818101156,+918809596262,2024-03-31 17:00:00,125,0,3
CALL0005004,+917253858407,+918890374019,2024-06-13 23:00:00,357,0,1
CALL0005005,+917844083206,+918426390503,2024-06-11 04:00:00,335,0,1
CALL0005006,+919547667849,+917402768704,2024-05-11 04:00:00,103,0,3
CALL0005007,+919303705608,+917952434250,2024-03-01 21:00:00,114,0,2
CALL0005008,+918869112690,+919608830865,2024-03-19 05:00:00,167,0,1
CALL0005009,+919067579588,+919055196309,2024-04-18 22:00:00,229,0,1
CALL0005010,+918427586724,+918826510670,2024-07-19 10:00:00,243,0,3
CALL0005011,+919057417512,+917027494094,2024-09-27 12:00:00,357,0,1
CALL0005012,+919521584657,+919881463078,2024-01-28 03:00:00,85,0,2
CALL0005013,+917457393848,+917259324662,2024-03-22 05:00:00,164,0,1
CALL0005014,+917834096374,+917029251922,2024-10-13 15:00:00,37,0,3
CALL0005015,+917176499960,+917474592915,2024-08-31 05:00:00,391,0,1
CALL0005016,+917119860285,+917896006897,2024-05-02 16:00:00,297,0,1
CALL0005017,+919969808752,+918592540348,2024-03-16 18:00:00,103,0,3
CALL0005018,+919009621714,+919681222521,2024-06-28 08:00:00,122,0,3
CALL0005019,+919681222521,+918415040014,2024-11-04 14:00:00,235,0,1
CALL0005020,+919350136533,+917567099125,2024-04-25 05:00:00,357,0,1
CALL0005021,+918600103236,+918760630847,2024-04-24 20:00:00,399,0,2
CALL0005022,+918260982459,+919620708136,2024-03-17 19:00:00,83,0,1
CALL0005023,+919341981305,+918343020583,2024-08-14 19:00:00,236,0,3
CALL0005024,+917179768928,+917683783961,2024-10-17 14:00:00,226,0,1
CALL0005025,+919633795198,+918928002517,2024-04-25 20:00:00,348,0,3
CALL0005026,+919924213347,+919329707485,2024-05-29 01:00:00,389,0,3
CALL0005027,+917010247560,+917144757117,2024-08-19 04:00:00,25,0,3
CALL0005028,+919150792594,+919749252456,2024-07-07 04:00:00,364,0,3
CALL0005029,+919200016132,+918485573946,2024-07-28 20:00:00,306,0,3
CALL0005030,+919365191395,+919559333068,2024-11-21 18:00:00,337,0,3
CALL0005031,+917217106818,+919391021299,2024-01-04 05:00:00,24,0,2
CALL0005032,+919323448986,+918157797343,2024-03-04 11:00:00,147,0,2
CALL0005033,+917705595636,+919628331788,2024-10-09 20:00:00,266,0,3
CALL0005034,+918275900700,+918529499607,2024-04-26 06:00:00,304,0,2
CALL0005035,+917896634508,+919799541820,2024-04-16 15:00:00,340,0,3
CALL0005036,+919536218878,+917631300395,2024-03-19 19:00:00,132,0,2
CALL0005037,+919642963868,+919363689871,2024-12-15 11:00:00,383,0,1
CALL0005038,+917259324662,+919634779108,2024-05-21 14:00:00,342,0,3
CALL0005039,+918051056540,+919588364621,2024-01-05 04:00:00,254,0,1
CALL0005040,+919627867437,+917743508917,2024-02-13 10:00:00,376,0,3
CALL0005041,+917356914787,+917303335689,2024-10-24 19:00:00,153,0,1
CALL0005042,+919892607629,+918478837130,2024-08-14 22:00:00,20,0,1
CALL0005043,+918256482302,+917728812234,2024-11-01 05:00:00,213,0,2
CALL0005044,+917789160864,+918305730830,2024-10-28 11:00:00,102,0,3
CALL0005045,+919101320751,+919650200561,2024-12-05 07:00:00,257,0,1
CALL0005046,+918548319816,+917796949552,2024-03-11 22:00:00,89,0,3
CALL0005047,+919737363138,+918077777688,2024-11-08 18:00:00,61,0,3
CALL0005048,+918343020583,+917994275228,2024-07-10 05:00:00,352,0,2
CALL0005049,+918618177647,+917836334274,2024-01-11 11:00:00,58,0,1
CALL0005050,+918698740182,+918155803806,2024-10-23 16:00:00,338,0,3
CALL0005051,+919395598158,+919999093780,2024-07-18 18:00:00,102,0,2
CALL0005052,+918014527095,+918184682784,2024-03-05 10:00:00,293,0,1
CALL0005053,+918265675715,+919392092628,2024-11-01 05:00:00,356,0,2
CALL0005054,+917605849616,+919263690211,2024-05-15 18:00:00,68,0,3
CALL0005055,+918073915642,+918435741336,2024-05-11 13:00:00,264,0,2
CALL0005056,+917259324662,+917978434494,2024-08-10 13:00:00,355,0,3
CALL0005057,+918435741336,+919133702594,2024-08-01 10:00:00,303,0,2
CALL0005058,+918857446088,+917003794208,2024-03-26 23:00:00,171,0,1
CALL0005059,+918545254283,+918233058300,2024-09-10 09:00:00,96,0,2
CALL0005060,+918555767477,+918578338536,2024-12-24 22:00:00,356,0,1
CALL0005061,+919623243876,+919340556203,2024-01-15 22:00:00,272,0,2
CALL0005062,+918293756662,+919126637807,2024-06-10 10:00:00,344,0,1
CALL0005063,+919627867437,+917654102872,2024-06-02 06:00:00,243,0,1
CALL0005064,+917997872276,+919972016795,2024-05-01 13:00:00,145,0,2
CALL0005065,+917677149898,+918290465496,2024-02-23 00:00:00,263,0,3
CALL0005066,+918414499768,+917141823197,2024-07-21 18:00:00,169,0,1
CALL0005067,+918300219587,+919564469717,2024-06-26 22:00:00,33,0,1
CALL0005068,+918346733907,+919160640772,2024-10-14 15:00:00,105,0,1
CALL0005069,+917125902202,+919230281878,2024-11-12 14:00:00,156,0,2
CALL0005070,+918423746057,+919130025068,2024-05-26 23:00:00,31,0,1
CALL0005071,+919645517037,+919674922657,2024-08-01 12:00:00,351,0,3
CALL0005072,+917201458173,+917395419983,2024-01-11 18:00:00,157,0,3
CALL0005073,+918367671876,+918602711453,2024-01-16 00:00:00,366,0,2
CALL0005074,+918411912915,+918279560537,2024-05-29 21:00:00,239,0,1
CALL0005075,+919884049458,+917614123358,2024-11-13 12:00:00,220,0,1
CALL0005076,+917774565491,+918265675715,2024-04-12 23:00:00,31,0,2
CALL0005077,+918245937128,+918443684495,2024-01-20 16:00:00,200,0,2
CALL0005078,+919958386134,+917718912953,2024-07-29 14:00:00,390,0,2
CALL0005079,+918588274904,+919635210993,2024-07-19 07:00:00,309,0,3
CALL0005080,+919094279024,+917959613494,2024-12-30 16:00:00,82,0,2
CALL0005081,+918901969306,+917997872276,2024-12-09 17:00:00,374,0,2
CALL0005082,+917118302366,+918569136862,2024-03-05 22:00:00,349,0,3
CALL0005083,+918402427685,+917312863757,2024-11-02 02:00:00,221,0,2
CALL0005084,+919117214899,+917240457992,2024-04-19 05:00:00,11,0,1
CALL0005085,+918105137057,+917321749954,2024-02-15 17:00:00,249,0,2
CALL0005086,+918529420824,+919449436330,2024-12-13 10:00:00,158,0,1
CALL0005087,+919742776040,+917901139125,2024-03-06 05:00:00,40,0,2
CALL0005088,+917202746095,+917682279513,2024-03-24 19:00:00,158,0,1
CALL0005089,+917689307759,+919203791419,2024-12-05 22:00:00,210,0,1
CALL0005090,+917705487456,+918758603669,2024-08-04 17:00:00,317,0,2
CALL0005091,+918992711131,+918653521756,2024-12-12 20:00:00,21,0,2
CALL0005092,+919152345358,+918946650976,2024-09-01 23:00:00,100,0,1
CALL0005093,+917271208490,+917881197446,2024-11-27 17:00:00,352,0,1
CALL0005094,+918322046227,+919111020757,2024-07-27 01:00:00,173,0,3
CALL0005095,+919953028735,+919811115483,2024-09-07 00:00:00,68,0,1
CALL0005096,+917972704939,+917026898108,2024-06-12 19:00:00,63,0,1
CALL0005097,+919808383675,+917552603099,2024-03-25 08:00:00,119,0,1
CALL0005098,+919973531824,+917519062435,2024-01-23 12:00:00,23,0,1
CALL0005099,+917245294583,+919942555127,2024-02-08 06:00:00,218,0,1
CALL0005100,+919583499100,+918985463586,2024-06-21 22:00:00,223,0,2
CALL0005101,+919665033783,+919350721104,2024-04-03 22:00:00,203,0,1
CALL0005102,+918760630847,+918934393295,2024-11-14 03:00:00,322,0,2
CALL0005103,+917277992326,+918773229931,2024-10-29 12:00:00,197,0,3
CALL0005104,+917839559974,+917061981865,2024-01-07 07:00:00,165,0,1
CALL0005105,+918456091677,+919096295384,2024-11-07 08:00:00,113,0,3
CALL0005106,+918967548495,+918407043784,2024-12-12 15:00:00,210,0,3
CALL0005107,+919141921516,+919695543890,2024-06-30 22:00:00,278,0,1
CALL0005108,+917023325200,+917255879677,2024-06-07 05:00:00,93,0,1
CALL0005109,+918328519758,+919978157995,2024-12-04 21:00:00,284,0,1
CALL0005110,+918919817702,+919693679031,2024-12-27 07:00:00,321,0,2
CALL0005111,+919257092459,+918023898015,2024-08-02 18:00:00,313,0,2
CALL0005112,+919943943873,+917394263454,2024-09-10 05:00:00,76,0,3
CALL0005113,+919879157250,+919361728079,2024-04-01 08:00:00,18,0,2
CALL0005114,+917198893803,+918696296750,2024-12-18 17:00:00,279,0,1
CALL0005115,+919785354469,+918106389133,2024-08-03 17:00:00,206,0,3
CALL0005116,+918594011837,+918439855928,2024-02-17 21:00:00,382,0,1
CALL0005117,+919074260135,+919924213347,2024-08-05 20:00:00,83,0,3
CALL0005118,+919595858802,+918378208696,2024-08-02 04:00:00,177,0,2
CALL0005119,+918614157011,+919253297763,2024-09-28 20:00:00,35,0,2
CALL0005120,+919645334412,+918589274203,2024-10-09 04:00:00,280,0,2
CALL0005121,+917990857771,+919067579588,2024-09-10 00:00:00,20,0,3
CALL0005122,+917699615167,+917265177311,2024-05-25 06:00:00,361,0,3
CALL0005123,+917679808425,+917708698100,2024-09-09 01:00:00,250,0,1
CALL0005124,+917133063088,+917128575500,2024-02-03 02:00:00,369,0,1
CALL0005125,+919911269469,+919749991143,2024-12-12 02:00:00,83,0,2
CALL0005126,+918605427346,+919797914625,2024-12-11 10:00:00,363,0,2
CALL0005127,+919760980560,+918710595196,2024-02-20 20:00:00,150,0,1
CALL0005128,+919720712378,+918954775980,2024-08-30 19:00:00,14,0,1
CALL0005129,+919517019494,+919974546940,2024-07-05 11:00:00,210,0,1
CALL0005130,+918314557345,+919212014793,2024-09-21 21:00:00,195,0,1
CALL0005131,+919831491161,+917355543720,2024-06-23 10:00:00,335,0,3
CALL0005132,+918318256925,+917223975681,2024-03-07 14:00:00,319,0,2
CALL0005133,+918612469986,+919908817044,2024-09-28 09:00:00,176,0,3
CALL0005134,+917925305545,+919937340141,2024-07-04 07:00:00,277,0,1
CALL0005135,+918329409918,+918347531440,2024-10-29 12:00:00,391,0,3
CALL0005136,+917287284671,+918636790925,2024-07-24 15:00:00,167,0,1
CALL0005137,+918379776654,+918195396697,2024-12-21 13:00:00,56,0,2
CALL0005138,+917277992326,+919977415437,2024-11-13 09:00:00,203,0,1
CALL0005139,+919473133916,+919594252613,2024-01-15 10:00:00,91,0,1
CALL0005140,+917758735063,+917444106499,2024-03-23 19:00:00,51,0,2
