report_id,victim_id,reported_account_id,reported_phone,complaint_timestamp,complaint_type,amount_lost,jurisdiction_state,jurisdiction_district,ncrb_category_code,evidence_attached
RPT0011903,VIC586787,ACC0028020,+919402108313,2024-06-02 12:00:00,digital_arrest,2567.54,Karnataka,Karnataka_D2,NCRB-DA-01,1
RPT0011904,VIC494839,ACC0028024,+919279365074,2024-01-11 14:00:00,phishing,545.17,Tamil Nadu,TamilNadu_D1,NCRB-PH-04,1
RPT0011905,VIC347789,ACC0028024,+919279365074,2024-12-14 20:00:00,investment_scam,759.34,Tamil Nadu,TamilNadu_D1,NCRB-IS-05,1
RPT0011906,VIC901989,ACC0028025,+917239325685,2024-03-08 07:00:00,phishing,321.28,Rajasthan,Rajasthan_D1,NCRB-PH-04,1
RPT0011907,VIC706150,ACC0028026,+917992237097,2024-11-11 16:00:00,counterfeit_currency,3651.47,Andhra Pradesh,AndhraPradesh_D3,NCRB-CC-03,0
RPT0011908,VIC557668,ACC0028027,+918786627525,2024-12-19 14:00:00,investment_scam,63.15,Uttar Pradesh,UttarPradesh_D1,NCRB-IS-05,1
RPT0011909,VIC490253,ACC0028038,+917948904422,2024-06-15 19:00:00,UPI_fraud,2461.16,Telangana,Telangana_D2,NCRB-UPI-02,0
RPT0011910,VIC403875,ACC0028039,+917623884489,2024-03-20 23:00:00,UPI_fraud,988.86,Tamil Nadu,TamilNadu_D2,NCRB-UPI-02,0
RPT0011911,VIC507912,ACC0028043,+919714874886,2024-03-27 00:00:00,counterfeit_currency,80.38,Tamil Nadu,TamilNadu_D3,NCRB-CC-03,1
RPT0011912,VIC920515,ACC0028043,+919714874886,2024-06-29 22:00:00,investment_scam,181.95,Tamil Nadu,TamilNadu_D3,NCRB-IS-05,0
RPT0011913,VIC431639,ACC0028045,+919066461046,2024-02-09 00:00:00,digital_arrest,1763.3,Telangana,Telangana_D3,NCRB-DA-01,1
RPT0011914,VIC676805,ACC0028045,+919066461046,2024-06-25 06:00:00,digital_arrest,3312.42,Telangana,Telangana_D3,NCRB-DA-01,1
RPT0011915,VIC512900,ACC0028045,+919066461046,2024-05-03 05:00:00,digital_arrest,2133.08,Telangana,Telangana_D3,NCRB-DA-01,1
RPT0011916,VIC979045,ACC0028046,+917344611132,2024-05-30 18:00:00,investment_scam,217.09,Maharashtra,Maharashtra_D2,NCRB-IS-05,0
RPT0011917,VIC441497,ACC0028050,+917142949045,2024-11-07 10:00:00,counterfeit_currency,197.04,Gujarat,Gujarat_D3,NCRB-CC-03,0
RPT0011918,VIC186527,ACC0028050,+917142949045,2024-09-19 07:00:00,digital_arrest,313.88,Gujarat,Gujarat_D3,NCRB-DA-01,0
RPT0011919,VIC971609,ACC0028052,+919023459322,2024-02-04 13:00:00,UPI_fraud,778.81,Tamil Nadu,TamilNadu_D2,NCRB-UPI-02,1
RPT0011920,VIC146730,ACC0028055,+919286441745,2024-03-04 03:00:00,counterfeit_currency,66.05,Gujarat,Gujarat_D1,NCRB-CC-03,0
RPT0011921,VIC377764,ACC0028055,+919286441745,2024-07-21 17:00:00,counterfeit_currency,35.0,Gujarat,Gujarat_D1,NCRB-CC-03,1
RPT0011922,VIC272091,ACC0028055,+919286441745,2024-11-29 00:00:00,digital_arrest,52.59,Gujarat,Gujarat_D1,NCRB-DA-01,1
RPT0011923,VIC748517,ACC0028056,+919736937079,2024-12-24 02:00:00,phishing,596.12,Karnataka,Karnataka_D3,NCRB-PH-04,1
RPT0011924,VIC802688,ACC0028061,+917999648831,2024-06-29 18:00:00,UPI_fraud,3689.18,Karnataka,Karnataka_D1,NCRB-UPI-02,1
RPT0011925,VIC654891,ACC0028067,+919916936146,2024-12-13 14:00:00,UPI_fraud,1945.8,Maharashtra,Maharashtra_D1,NCRB-UPI-02,0
RPT0011926,VIC146846,ACC0028067,+919916936146,2024-08-06 22:00:00,phishing,2324.18,Maharashtra,Maharashtra_D1,NCRB-PH-04,1
RPT0011927,VIC832172,ACC0028067,+919916936146,2024-03-12 07:00:00,phishing,1384.58,Maharashtra,Maharashtra_D1,NCRB-PH-04,0
RPT0011928,VIC987956,ACC0028077,+917644896368,2024-04-10 03:00:00,investment_scam,417.17,Maharashtra,Maharashtra_D1,NCRB-IS-05,1
RPT0011929,VIC382622,ACC0028079,+917691085033,2024-09-17 03:00:00,phishing,1314.03,Maharashtra,Maharashtra_D1,NCRB-PH-04,0
RPT0011930,VIC330215,ACC0028079,+917691085033,2024-05-07 06:00:00,phishing,1301.28,Maharashtra,Maharashtra_D1,NCRB-PH-04,0
RPT0011931,VIC758656,ACC0028079,+917691085033,2024-01-25 16:00:00,digital_arrest,1102.61,Maharashtra,Maharashtra_D1,NCRB-DA-01,0
RPT0011932,VIC188114,ACC0028087,+918285379773,2024-11-27 02:00:00,UPI_fraud,197.26,Maharashtra,Maharashtra_D3,NCRB-UPI-02,0
RPT0011933,VIC381270,ACC0028089,+918081589828,2024-01-17 10:00:00,counterfeit_currency,894.64,Rajasthan,Rajasthan_D2,NCRB-CC-03,1
RPT0011934,VIC100890,ACC0028096,+919320846927,2024-10-07 06:00:00,phishing,375.67,Delhi,Delhi_D3,NCRB-PH-04,1
RPT0011935,VIC166808,ACC0028096,+919320846927,2024-07-16 21:00:00,UPI_fraud,356.99,Delhi,Delhi_D3,NCRB-UPI-02,0
RPT0011936,VIC180837,ACC0028096,+919320846927,2024-06-19 02:00:00,UPI_fraud,257.55,Delhi,Delhi_D3,NCRB-UPI-02,0
RPT0011937,VIC825505,ACC0028099,+919665260207,2024-05-03 07:00:00,UPI_fraud,1668.77,Delhi,Delhi_D2,NCRB-UPI-02,1
RPT0011938,VIC151461,ACC0028101,+917888510021,2024-03-11 21:00:00,phishing,769.28,Maharashtra,Maharashtra_D2,NCRB-PH-04,0
RPT0011939,VIC190285,ACC0028101,+917888510021,2024-02-02 18:00:00,UPI_fraud,522.7,Maharashtra,Maharashtra_D2,NCRB-UPI-02,1
RPT0011940,VIC736900,ACC0028105,+918811247810,2024-10-29 23:00:00,phishing,342.3,Maharashtra,Maharashtra_D3,NCRB-PH-04,1
RPT0011941,VIC622238,ACC0028108,+917265955265,2024-04-03 10:00:00,digital_arrest,699.02,Tamil Nadu,TamilNadu_D1,NCRB-DA-01,1
RPT0011942,VIC997004,ACC0028108,+917265955265,2024-05-17 02:00:00,counterfeit_currency,696.72,Tamil Nadu,TamilNadu_D1,NCRB-CC-03,1
RPT0011943,VIC494411,ACC0028118,+917237680560,2024-03-01 06:00:00,phishing,77.15,West Bengal,WestBengal_D1,NCRB-PH-04,1
RPT0011944,VIC815292,ACC0028118,+917237680560,2024-03-25 17:00:00,digital_arrest,80.97,West Bengal,WestBengal_D1,NCRB-DA-01,0
RPT0011945,VIC679258,ACC0028129,+917375634085,2024-07-08 20:00:00,counterfeit_currency,478.47,Maharashtra,Maharashtra_D1,NCRB-CC-03,0
RPT0011946,VIC977471,ACC0028129,+917375634085,2024-07-09 23:00:00,digital_arrest,237.29,Maharashtra,Maharashtra_D1,NCRB-DA-01,1
RPT0011947,VIC774660,ACC0028133,+917155650454,2024-09-30 12:00:00,investment_scam,108.02,Tamil Nadu,TamilNadu_D3,NCRB-IS-05,1
RPT0011948,VIC793568,ACC0028141,+919358017840,2024-12-20 20:00:00,investment_scam,235.23,Maharashtra,Maharashtra_D2,NCRB-IS-05,1
RPT0011949,VIC872125,ACC0028146,+919644923239,2024-12-07 09:00:00,counterfeit_currency,597.62,Maharashtra,Maharashtra_D2,NCRB-CC-03,1
RPT0011950,VIC110096,ACC0028146,+919644923239,2024-08-16 00:00:00,digital_arrest,764.44,Maharashtra,Maharashtra_D2,NCRB-DA-01,1
RPT0011951,VIC578718,ACC0028146,+919644923239,2024-09-01 08:00:00,digital_arrest,346.12,Maharashtra,Maharashtra_D2,NCRB-DA-01,1
RPT0011952,VIC637916,ACC0028146,+919644923239,2024-12-23 20:00:00,digital_arrest,676.45,Maharashtra,Maharashtra_D2,NCRB-DA-01,1
RPT0011953,VIC201016,ACC0028150,+918391990718,2024-10-17 00:00:00,counterfeit_currency,93.69,West Bengal,WestBengal_D1,NCRB-CC-03,1
RPT0011954,VIC626279,ACC0028157,+917027058869,2024-10-03 07:00:00,digital_arrest,251.63,Maharashtra,Maharashtra_D2,NCRB-DA-01,1
RPT0011955,VIC673359,ACC0028157,+917027058869,2024-04-05 14:00:00,counterfeit_currency,236.53,Maharashtra,Maharashtra_D2,NCRB-CC-03,1
RPT0011956,VIC980335,ACC0028158,+917626359526,2024-06-28 02:00:00,digital_arrest,109.41,Gujarat,Gujarat_D1,NCRB-DA-01,1
RPT0011957,VIC777789,ACC0028165,+917668504525,2024-07-19 12:00:00,counterfeit_currency,146.85,Andhra Pradesh,AndhraPradesh_D3,NCRB-CC-03,0
RPT0011958,VIC698075,ACC0028165,+917668504525,2024-09-21 11:00:00,UPI_fraud,85.3,Andhra Pradesh,AndhraPradesh_D3,NCRB-UPI-02,1
RPT0011959,VIC481894,ACC0028165,+917668504525,2024-03-16 16:00:00,counterfeit_currency,113.0,Andhra Pradesh,AndhraPradesh_D3,NCRB-CC-03,1
RPT0011960,VIC936952,ACC0028178,+918361753074,2024-05-27 05:00:00,counterfeit_currency,206.14,Uttar Pradesh,UttarPradesh_D1,NCRB-CC-03,0
RPT0011961,VIC763174,ACC0028183,+917024792621,2024-10-24 14:00:00,digital_arrest,795.69,Rajasthan,Rajasthan_D1,NCRB-DA-01,1
RPT0011962,VIC647871,ACC0028187,+919375232277,2024-09-27 16:00:00,investment_scam,864.25,Andhra Pradesh,AndhraPradesh_D3,NCRB-IS-05,1
RPT0011963,VIC804279,ACC0028190,+918945464708,2024-07-11 17:00:00,UPI_fraud,1958.45,Telangana,Telangana_D3,NCRB-UPI-02,1
RPT0011964,VIC836665,ACC0028193,+919602838720,2024-12-17 16:00:00,phishing,85.19,West Bengal,WestBengal_D1,NCRB-PH-04,1
RPT0011965,VIC864121,ACC0028193,+919602838720,2024-04-13 20:00:00,digital_arrest,101.83,West Bengal,WestBengal_D1,NCRB-DA-01,1
RPT0011966,VIC558304,ACC0028200,+919213414350,2024-03-14 18:00:00,digital_arrest,11398.54,Rajasthan,Rajasthan_D1,NCRB-DA-01,1
RPT0011967,VIC777414,ACC0028200,+919213414350,2024-12-11 22:00:00,phishing,6133.61,Rajasthan,Rajasthan_D1,NCRB-PH-04,0
RPT0011968,VIC255038,ACC0028200,+919213414350,2024-07-27 23:00:00,digital_arrest,6192.11,Rajasthan,Rajasthan_D1,NCRB-DA-01,1
RPT0011969,VIC292999,ACC0028200,+919213414350,2024-08-31 15:00:00,phishing,4168.52,Rajasthan,Rajasthan_D1,NCRB-PH-04,0
RPT0011970,VIC263909,ACC0028202,+917406543003,2024-08-21 14:00:00,investment_scam,234.27,Delhi,Delhi_D1,NCRB-IS-05,1
RPT0011971,VIC507592,ACC0028204,+918201378012,2024-02-11 20:00:00,phishing,1945.58,Andhra Pradesh,AndhraPradesh_D1,NCRB-PH-04,1
RPT0011972,VIC634937,ACC0028221,+919101585749,2024-07-07 10:00:00,UPI_fraud,264.58,Telangana,Telangana_D3,NCRB-UPI-02,0
RPT0011973,VIC419146,ACC0028222,+919743606642,2024-08-20 04:00:00,UPI_fraud,377.41,Maharashtra,Maharashtra_D2,NCRB-UPI-02,0
RPT0011974,VIC232942,ACC0028222,+919743606642,2024-05-23 17:00:00,counterfeit_currency,244.91,Maharashtra,Maharashtra_D2,NCRB-CC-03,0
RPT0011975,VIC189048,ACC0028232,+917819219288,2024-11-06 22:00:00,digital_arrest,548.29,Delhi,Delhi_D1,NCRB-DA-01,1
RPT0011976,VIC622379,ACC0028232,+917819219288,2024-09-24 21:00:00,phishing,649.98,Delhi,Delhi_D1,NCRB-PH-04,1
RPT0011977,VIC662141,ACC0028241,+918668133900,2024-03-23 05:00:00,digital_arrest,91.86,Rajasthan,Rajasthan_D1,NCRB-DA-01,1
RPT0011978,VIC991523,ACC0028242,+917260701251,2024-06-23 07:00:00,phishing,407.45,Maharashtra,Maharashtra_D2,NCRB-PH-04,1
RPT0011979,VIC412425,ACC0028242,+917260701251,2024-11-18 20:00:00,digital_arrest,783.2,Maharashtra,Maharashtra_D2,NCRB-DA-01,1
RPT0011980,VIC333938,ACC0028252,+918961657558,2024-03-27 19:00:00,counterfeit_currency,4863.46,West Bengal,WestBengal_D1,NCRB-CC-03,0
RPT0011981,VIC584613,ACC0028255,+919922719539,2024-08-24 17:00:00,UPI_fraud,225.71,Uttar Pradesh,UttarPradesh_D3,NCRB-UPI-02,0
RPT0011982,VIC924301,ACC0028255,+919922719539,2024-08-04 20:00:00,counterfeit_currency,355.19,Uttar Pradesh,UttarPradesh_D3,NCRB-CC-03,1
RPT0011983,VIC471934,ACC0028258,+917789856769,2024-12-02 14:00:00,investment_scam,200.45,Karnataka,Karnataka_D1,NCRB-IS-05,1
RPT0011984,VIC370659,ACC0028260,+917492902736,2024-03-04 03:00:00,digital_arrest,183.17,Uttar Pradesh,UttarPradesh_D2,NCRB-DA-01,1
RPT0011985,VIC910095,ACC0028260,+917492902736,2024-04-23 19:00:00,counterfeit_currency,134.63,Uttar Pradesh,UttarPradesh_D2,NCRB-CC-03,1
RPT0011986,VIC793487,ACC0028260,+917492902736,2024-04-04 02:00:00,digital_arrest,176.74,Uttar Pradesh,UttarPradesh_D2,NCRB-DA-01,0
RPT0011987,VIC655182,ACC0028260,+917492902736,2024-11-17 02:00:00,counterfeit_currency,138.87,Uttar Pradesh,UttarPradesh_D2,NCRB-CC-03,1
RPT0011988,VIC581020,ACC0028263,+918463084261,2024-03-17 01:00:00,UPI_fraud,1075.6,Rajasthan,Rajasthan_D3,NCRB-UPI-02,1
RPT0011989,VIC168485,ACC0028263,+918463084261,2024-10-27 01:00:00,counterfeit_currency,956.84,Rajasthan,Rajasthan_D3,NCRB-CC-03,1
RPT0011990,VIC516857,ACC0028264,+917933866702,2024-03-02 11:00:00,UPI_fraud,214.09,Uttar Pradesh,UttarPradesh_D3,NCRB-UPI-02,1
RPT0011991,VIC583163,ACC0028271,+919968203703,2024-04-18 12:00:00,counterfeit_currency,310.79,Karnataka,Karnataka_D1,NCRB-CC-03,1
RPT0011992,VIC217054,ACC0028278,+919534055860,2024-08-23 13:00:00,digital_arrest,363.85,Delhi,Delhi_D1,NCRB-DA-01,1
RPT0011993,VIC696921,ACC0028283,+917469049563,2024-03-15 07:00:00,UPI_fraud,286.69,Karnataka,Karnataka_D3,NCRB-UPI-02,0
RPT0011994,VIC583067,ACC0028283,+917469049563,2024-12-12 23:00:00,UPI_fraud,214.29,Karnataka,Karnataka_D3,NCRB-UPI-02,1
RPT0011995,VIC684630,ACC0028286,+918996905220,2024-10-18 14:00:00,digital_arrest,252.19,West Bengal,WestBengal_D1,NCRB-DA-01,1
RPT0011996,VIC752003,ACC0028287,+919616182892,2024-02-07 16:00:00,investment_scam,2402.49,Telangana,Telangana_D3,NCRB-IS-05,1
RPT0011997,VIC571816,ACC0028287,+919616182892,2024-07-31 11:00:00,phishing,3176.21,Telangana,Telangana_D3,NCRB-PH-04,0
RPT0011998,VIC270357,ACC0028287,+919616182892,2024-09-27 07:00:00,UPI_fraud,2968.98,Telangana,Telangana_D3,NCRB-UPI-02,1
RPT0011999,VIC956428,ACC0028287,+919616182892,2024-12-10 16:00:00,investment_scam,3511.98,Telangana,Telangana_D3,NCRB-IS-05,0
RPT0012000,VIC501872,ACC0028291,+919523657467,2024-10-01 08:00:00,investment_scam,324.37,Telangana,Telangana_D3,NCRB-IS-05,1
RPT0012001,VIC486605,ACC0028296,+918373154481,2024-06-08 09:00:00,digital_arrest,457.01,Uttar Pradesh,UttarPradesh_D3,NCRB-DA-01,0
RPT0012002,VIC927626,ACC0028296,+918373154481,2024-10-23 13:00:00,UPI_fraud,229.82,Uttar Pradesh,UttarPradesh_D3,NCRB-UPI-02,1
RPT0012003,VIC417887,ACC0028296,+918373154481,2024-01-09 09:00:00,counterfeit_currency,446.65,Uttar Pradesh,UttarPradesh_D3,NCRB-CC-03,1
RPT0012004,VIC680813,ACC0028298,+918285643550,2024-01-27 06:00:00,counterfeit_currency,1997.09,Karnataka,Karnataka_D3,NCRB-CC-03,1
RPT0012005,VIC203820,ACC0028298,+918285643550,2024-07-12 19:00:00,UPI_fraud,2184.38,Karnataka,Karnataka_D3,NCRB-UPI-02,1
RPT0012006,VIC384636,ACC0028305,+918889031360,2024-08-18 23:00:00,counterfeit_currency,764.87,Andhra Pradesh,AndhraPradesh_D1,NCRB-CC-03,1
RPT0012007,VIC111869,ACC0028305,+918889031360,2024-01-16 00:00:00,UPI_fraud,786.03,Andhra Pradesh,AndhraPradesh_D1,NCRB-UPI-02,1
RPT0012008,VIC695876,ACC0028310,+919386799954,2024-01-20 01:00:00,digital_arrest,634.89,Andhra Pradesh,AndhraPradesh_D3,NCRB-DA-01,1
RPT0012009,VIC241270,ACC0028310,+919386799954,2024-05-20 11:00:00,phishing,1190.96,Andhra Pradesh,AndhraPradesh_D3,NCRB-PH-04,0
RPT0012010,VIC404926,ACC0028314,+919300545929,2024-01-08 02:00:00,investment_scam,573.63,Karnataka,Karnataka_D3,NCRB-IS-05,0
RPT0012011,VIC790839,ACC0028316,+917776897062,2024-02-14 07:00:00,investment_scam,870.52,Tamil Nadu,TamilNadu_D3,NCRB-IS-05,1
RPT0012012,VIC559047,ACC0028320,+918583810152,2024-04-02 10:00:00,counterfeit_currency,297.94,Telangana,Telangana_D2,NCRB-CC-03,0
RPT0012013,VIC746861,ACC0028322,+919925243597,2024-01-14 22:00:00,counterfeit_currency,9939.5,West Bengal,WestBengal_D1,NCRB-CC-03,1
RPT0012014,VIC552867,ACC0028322,+919925243597,2024-02-21 16:00:00,digital_arrest,8684.47,West Bengal,WestBengal_D1,NCRB-DA-01,0
RPT0012015,VIC720464,ACC0028322,+919925243597,2024-03-20 13:00:00,investment_scam,9106.56,West Bengal,WestBengal_D1,NCRB-IS-05,0
RPT0012016,VIC851388,ACC0028322,+919925243597,2024-10-13 11:00:00,digital_arrest,8703.31,West Bengal,WestBengal_D1,NCRB-DA-01,0
RPT0012017,VIC715854,ACC0028331,+918821816767,2024-03-05 13:00:00,digital_arrest,214.26,Andhra Pradesh,AndhraPradesh_D3,NCRB-DA-01,1
RPT0012018,VIC536202,ACC0028334,+917555407893,2024-05-02 07:00:00,counterfeit_currency,222.32,Uttar Pradesh,UttarPradesh_D3,NCRB-CC-03,1
RPT0012019,VIC959147,ACC0028334,+917555407893,2024-01-16 03:00:00,phishing,162.04,Uttar Pradesh,UttarPradesh_D3,NCRB-PH-04,1
RPT0012020,VIC943433,ACC0028338,+917933538740,2024-03-18 21:00:00,digital_arrest,1505.63,Gujarat,Gujarat_D1,NCRB-DA-01,0
RPT0012021,VIC902836,ACC0028352,+918746868037,2024-02-18 04:00:00,counterfeit_currency,9155.89,Telangana,Telangana_D1,NCRB-CC-03,0
RPT0012022,VIC775209,ACC0028358,+917268547681,2024-12-08 02:00:00,digital_arrest,358.48,Uttar Pradesh,UttarPradesh_D3,NCRB-DA-01,1
RPT0012023,VIC345026,ACC0028359,+918785464925,2024-02-11 15:00:00,investment_scam,160.86,Uttar Pradesh,UttarPradesh_D2,NCRB-IS-05,1
RPT0012024,VIC522768,ACC0028363,+917353848394,2024-08-08 01:00:00,counterfeit_currency,2053.27,West Bengal,WestBengal_D2,NCRB-CC-03,0
RPT0012025,VIC114459,ACC0028363,+917353848394,2024-01-07 08:00:00,counterfeit_currency,3596.92,West Bengal,WestBengal_D2,NCRB-CC-03,1
RPT0012026,VIC339573,ACC0028363,+917353848394,2024-05-13 03:00:00,investment_scam,2815.24,West Bengal,WestBengal_D2,NCRB-IS-05,0
RPT0012027,VIC890785,ACC0028363,+917353848394,2024-08-16 08:00:00,UPI_fraud,4602.53,West Bengal,WestBengal_D2,NCRB-UPI-02,0
RPT0012028,VIC382670,ACC0028371,+919420706569,2024-10-09 14:00:00,phishing,368.38,Karnataka,Karnataka_D1,NCRB-PH-04,1
RPT0012029,VIC198401,ACC0028372,+918992339572,2024-09-08 07:00:00,investment_scam,608.49,Karnataka,Karnataka_D2,NCRB-IS-05,0
RPT0012030,VIC159981,ACC0028372,+918992339572,2024-03-27 06:00:00,digital_arrest,468.38,Karnataka,Karnataka_D2,NCRB-DA-01,1
RPT0012031,VIC369278,ACC0028372,+918992339572,2024-11-05 15:00:00,UPI_fraud,509.18,Karnataka,Karnataka_D2,NCRB-UPI-02,0
RPT0012032,VIC352497,ACC0028373,+918053838051,2024-09-18 12:00:00,counterfeit_currency,277.61,Uttar Pradesh,UttarPradesh_D2,NCRB-CC-03,0
RPT0012033,VIC603025,ACC0028374,+917972426500,2024-09-20 21:00:00,counterfeit_currency,1389.3,Karnataka,Karnataka_D1,NCRB-CC-03,1
RPT0012034,VIC219361,ACC0028381,+919652653351,2024-05-02 05:00:00,counterfeit_currency,697.26,West Bengal,WestBengal_D3,NCRB-CC-03,1
RPT0012035,VIC284570,ACC0028381,+919652653351,2024-11-17 19:00:00,UPI_fraud,1324.69,West Bengal,WestBengal_D3,NCRB-UPI-02,0
RPT0012036,VIC936771,ACC0028381,+919652653351,2024-10-24 10:00:00,UPI_fraud,1153.32,West Bengal,WestBengal_D3,NCRB-UPI-02,1
RPT0012037,VIC983307,ACC0028382,+918037280353,2024-05-02 22:00:00,phishing,85.31,Karnataka,Karnataka_D1,NCRB-PH-04,0
RPT0012038,VIC809378,ACC0028382,+918037280353,2024-11-26 23:00:00,digital_arrest,99.09,Karnataka,Karnataka_D1,NCRB-DA-01,1
RPT0012039,VIC789786,ACC0028382,+918037280353,2024-04-23 04:00:00,phishing,145.87,Karnataka,Karnataka_D1,NCRB-PH-04,1
RPT0012040,VIC960406,ACC0028390,+917802664651,2024-01-22 15:00:00,investment_scam,1509.88,Uttar Pradesh,UttarPradesh_D3,NCRB-IS-05,0
RPT0012041,VIC316162,ACC0028401,+917116538788,2024-03-21 07:00:00,phishing,692.1,Tamil Nadu,TamilNadu_D3,NCRB-PH-04,0
RPT0012042,VIC922257,ACC0028402,+919936245269,2024-03-22 19:00:00,investment_scam,490.91,Delhi,Delhi_D1,NCRB-IS-05,1
RPT0012043,VIC704517,ACC0028411,+919577190148,2024-06-12 17:00:00,UPI_fraud,911.14,Andhra Pradesh,AndhraPradesh_D1,NCRB-UPI-02,1
RPT0012044,VIC249641,ACC0028424,+917460643156,2024-06-06 22:00:00,phishing,2496.77,Tamil Nadu,TamilNadu_D1,NCRB-PH-04,1
RPT0012045,VIC956100,ACC0028429,+918024271520,2024-08-12 19:00:00,UPI_fraud,793.64,Tamil Nadu,TamilNadu_D2,NCRB-UPI-02,1
RPT0012046,VIC558008,ACC0028431,+918446006205,2024-01-16 04:00:00,digital_arrest,1176.37,Uttar Pradesh,UttarPradesh_D3,NCRB-DA-01,0
RPT0012047,VIC667229,ACC0028435,+917661162115,2024-07-13 00:00:00,digital_arrest,220.22,Delhi,Delhi_D2,NCRB-DA-01,1
RPT0012048,VIC180788,ACC0028436,+917455423117,2024-03-26 12:00:00,phishing,415.47,West Bengal,WestBengal_D3,NCRB-PH-04,0
RPT0012049,VIC494445,ACC0028440,+917653195208,2024-06-02 12:00:00,counterfeit_currency,431.65,Telangana,Telangana_D1,NCRB-CC-03,1
RPT0012050,VIC648705,ACC0028443,+918556633464,2024-08-11 05:00:00,investment_scam,66.19,Telangana,Telangana_D2,NCRB-IS-05,1
RPT0012051,VIC550572,ACC0028445,+918808023438,2024-05-26 22:00:00,investment_scam,3309.75,West Bengal,WestBengal_D3,NCRB-IS-05,1
RPT0012052,VIC660104,ACC0028445,+918808023438,2024-04-15 19:00:00,UPI_fraud,2542.94,West Bengal,WestBengal_D3,NCRB-UPI-02,1
RPT0012053,VIC104803,ACC0028449,+917805928646,2024-07-07 08:00:00,investment_scam,529.87,Delhi,Delhi_D3,NCRB-IS-05,0
RPT0012054,VIC538239,ACC0028450,+918021826413,2024-01-11 06:00:00,phishing,141.14,Gujarat,Gujarat_D1,NCRB-PH-04,1
RPT0012055,VIC410093,ACC0028460,+917289863524,2024-05-20 17:00:00,digital_arrest,3527.09,Karnataka,Karnataka_D1,NCRB-DA-01,1
RPT0012056,VIC257144,ACC0028460,+917289863524,2024-08-24 13:00:00,investment_scam,2335.34,Karnataka,Karnataka_D1,NCRB-IS-05,1
RPT0012057,VIC578102,ACC0028460,+917289863524,2024-01-24 23:00:00,UPI_fraud,3286.6,Karnataka,Karnataka_D1,NCRB-UPI-02,1
RPT0012058,VIC907178,ACC0028462,+917599614542,2024-11-21 04:00:00,counterfeit_currency,1104.15,Tamil Nadu,TamilNadu_D2,NCRB-CC-03,1
RPT0012059,VIC834502,ACC0028467,+917528119214,2024-05-09 07:00:00,phishing,230.55,Tamil Nadu,TamilNadu_D2,NCRB-PH-04,1
RPT0012060,VIC812972,ACC0028467,+917528119214,2024-04-26 14:00:00,counterfeit_currency,325.08,Tamil Nadu,TamilNadu_D2,NCRB-CC-03,1
RPT0012061,VIC667213,ACC0028467,+917528119214,2024-10-01 14:00:00,phishing,148.19,Tamil Nadu,TamilNadu_D2,NCRB-PH-04,0
RPT0012062,VIC882181,ACC0028474,+919337154330,2024-06-05 07:00:00,digital_arrest,352.41,Andhra Pradesh,AndhraPradesh_D3,NCRB-DA-01,1
RPT0012063,VIC760572,ACC0028474,+919337154330,2024-11-19 02:00:00,investment_scam,315.54,Andhra Pradesh,AndhraPradesh_D3,NCRB-IS-05,0
RPT0012064,VIC110146,ACC0028479,+918474406762,2024-02-11 21:00:00,phishing,118.4,Telangana,Telangana_D1,NCRB-PH-04,1
RPT0012065,VIC908689,ACC0028479,+918474406762,2024-09-20 10:00:00,counterfeit_currency,127.13,Telangana,Telangana_D1,NCRB-CC-03,1
RPT0012066,VIC467104,ACC0028482,+919791136226,2024-01-14 02:00:00,counterfeit_currency,322.44,West Bengal,WestBengal_D1,NCRB-CC-03,0
RPT0012067,VIC585477,ACC0028483,+917760082033,2024-11-01 15:00:00,counterfeit_currency,110.72,Uttar Pradesh,UttarPradesh_D1,NCRB-CC-03,0
RPT0012068,VIC192783,ACC0028487,+918164542322,2024-12-21 17:00:00,counterfeit_currency,830.89,Uttar Pradesh,UttarPradesh_D2,NCRB-CC-03,0
RPT0012069,VIC318518,ACC0028487,+918164542322,2024-08-22 07:00:00,digital_arrest,864.54,Uttar Pradesh,UttarPradesh_D2,NCRB-DA-01,1
RPT0012070,VIC871500,ACC0028487,+918164542322,2024-12-14 04:00:00,investment_scam,494.51,Uttar Pradesh,UttarPradesh_D2,NCRB-IS-05,0
RPT0012071,VIC485489,ACC0028499,+917243720018,2024-11-08 17:00:00,counterfeit_currency,172.17,Uttar Pradesh,UttarPradesh_D2,NCRB-CC-03,1
RPT0012072,VIC489368,ACC0028502,+918830094624,2024-04-23 16:00:00,counterfeit_currency,143.73,Telangana,Telangana_D3,NCRB-CC-03,1
RPT0012073,VIC160883,ACC0028504,+919099909655,2024-11-19 04:00:00,phishing,275.44,Rajasthan,Rajasthan_D3,NCRB-PH-04,0
RPT0012074,VIC412073,ACC0028505,+918219668085,2024-11-28 15:00:00,UPI_fraud,1809.77,Uttar Pradesh,UttarPradesh_D3,NCRB-UPI-02,1
RPT0012075,VIC732998,ACC0028507,+918020304044,2024-03-22 04:00:00,investment_scam,130.47,Uttar Pradesh,UttarPradesh_D2,NCRB-IS-05,1
RPT0012076,VIC736908,ACC0028510,+919508777800,2024-09-22 06:00:00,counterfeit_currency,482.52,Andhra Pradesh,AndhraPradesh_D1,NCRB-CC-03,1
RPT0012077,VIC684465,ACC0028510,+919508777800,2024-03-18 05:00:00,investment_scam,306.08,Andhra Pradesh,AndhraPradesh_D1,NCRB-IS-05,1
